image_name,row,col,tile_number,label
image_202.jpg,6,8,48,0
image_202.jpg,7,1,49,0
image_202.jpg,7,2,50,0
image_202.jpg,7,3,51,0
image_202.jpg,7,4,52,0
image_202.jpg,7,5,53,0
image_202.jpg,7,6,54,0
image_202.jpg,7,7,55,0
image_202.jpg,7,8,56,0
image_202.jpg,8,1,57,0
image_202.jpg,8,2,58,0
image_202.jpg,8,3,59,0
image_202.jpg,8,4,60,0
image_202.jpg,8,5,61,0
image_202.jpg,8,6,62,0
image_202.jpg,8,7,63,0
image_202.jpg,8,8,64,0
image_203.webp,1,1,1,0
image_203.webp,1,2,2,0
image_203.webp,1,3,3,0
image_203.webp,1,4,4,0
image_203.webp,1,5,5,0
image_203.webp,1,6,6,0
image_203.webp,1,7,7,0
image_203.webp,1,8,8,0
image_203.webp,2,1,9,0
image_203.webp,2,2,10,0
image_203.webp,2,3,11,0
image_203.webp,2,4,12,0
image_203.webp,2,5,13,0
image_203.webp,2,6,14,0
image_203.webp,2,7,15,0
image_203.webp,2,8,16,0
image_203.webp,3,1,17,0
image_203.webp,3,2,18,0
image_203.webp,3,3,19,0
image_203.webp,3,4,20,0
image_203.webp,3,5,21,0
image_203.webp,3,6,22,0
image_203.webp,3,7,23,0
image_203.webp,3,8,24,0
image_203.webp,4,1,25,0
image_203.webp,4,2,26,2
image_203.webp,4,3,27,2
image_203.webp,4,4,28,0
image_203.webp,4,5,29,0
image_203.webp,4,6,30,2
image_203.webp,4,7,31,0
image_203.webp,4,8,32,0
image_203.webp,5,1,33,0
image_203.webp,5,2,34,2
image_203.webp,5,3,35,1
image_203.webp,5,4,36,0
image_203.webp,5,5,37,1
image_203.webp,5,6,38,2
image_203.webp,5,7,39,0
image_203.webp,5,8,40,0
image_203.webp,6,1,41,0
image_203.webp,6,2,42,2
image_203.webp,6,3,43,3
image_203.webp,6,4,44,0
image_203.webp,6,5,45,0
image_203.webp,6,6,46,0
image_203.webp,6,7,47,0
image_203.webp,6,8,48,0
image_203.webp,7,1,49,0
image_203.webp,7,2,50,0
image_203.webp,7,3,51,3
image_203.webp,7,4,52,0
image_203.webp,7,5,53,0
image_203.webp,7,6,54,0
image_203.webp,7,7,55,0
image_203.webp,7,8,56,0
image_203.webp,8,1,57,0
image_203.webp,8,2,58,0
image_203.webp,8,3,59,0
image_203.webp,8,4,60,0
image_203.webp,8,5,61,0
image_203.webp,8,6,62,0
image_203.webp,8,7,63,0
image_203.webp,8,8,64,0
image_204.jpg,1,1,1,0
image_204.jpg,1,2,2,0
image_204.jpg,1,3,3,0
image_204.jpg,1,4,4,0
image_204.jpg,1,5,5,0
image_204.jpg,1,6,6,0
image_204.jpg,1,7,7,0
image_204.jpg,1,8,8,0
image_204.jpg,2,1,9,0
image_204.jpg,2,2,10,0
image_204.jpg,2,3,11,0
image_204.jpg,2,4,12,0
image_204.jpg,2,5,13,0
image_204.jpg,2,6,14,0
image_204.jpg,2,7,15,0
image_204.jpg,2,8,16,0
image_204.jpg,3,1,17,0
image_204.jpg,3,2,18,0
image_204.jpg,3,3,19,0
image_204.jpg,3,4,20,0
image_204.jpg,3,5,21,0
image_204.jpg,3,6,22,0
image_204.jpg,3,7,23,0
image_204.jpg,3,8,24,0
image_204.jpg,4,1,25,0
image_204.jpg,4,2,26,0
image_204.jpg,4,3,27,0
image_204.jpg,4,4,28,0
image_204.jpg,4,5,29,0
image_204.jpg,4,6,30,0
image_204.jpg,4,7,31,0
image_204.jpg,4,8,32,0
image_204.jpg,5,1,33,0
image_204.jpg,5,2,34,0
image_204.jpg,5,3,35,0
image_204.jpg,5,4,36,0
image_204.jpg,5,5,37,0
image_204.jpg,5,6,38,0
image_204.jpg,5,7,39,0
image_204.jpg,5,8,40,0
image_204.jpg,6,1,41,0
image_204.jpg,6,2,42,0
image_204.jpg,6,3,43,0
image_204.jpg,6,4,44,0
image_204.jpg,6,5,45,0
image_204.jpg,6,6,46,1
image_204.jpg,6,7,47,0
image_204.jpg,6,8,48,0
image_204.jpg,7,1,49,0
image_204.jpg,7,2,50,0
image_204.jpg,7,3,51,0
image_204.jpg,7,4,52,0
image_204.jpg,7,5,53,0
image_204.jpg,7,6,54,0
image_204.jpg,7,7,55,0
image_204.jpg,7,8,56,0
image_204.jpg,8,1,57,0
image_204.jpg,8,2,58,0
image_204.jpg,8,3,59,0
image_204.jpg,8,4,60,0
image_204.jpg,8,5,61,0
image_204.jpg,8,6,62,0
image_204.jpg,8,7,63,0
image_204.jpg,8,8,64,0
image_205.jpg,1,1,1,0
image_205.jpg,1,2,2,0
image_205.jpg,1,3,3,0
image_205.jpg,1,4,4,0
image_205.jpg,1,5,5,0
image_205.jpg,1,6,6,0
image_205.jpg,1,7,7,0
image_205.jpg,1,8,8,0
image_205.jpg,2,1,9,0
image_205.jpg,2,2,10,0
image_205.jpg,2,3,11,0
image_205.jpg,2,4,12,0
image_205.jpg,2,5,13,0
image_205.jpg,2,6,14,0
image_205.jpg,2,7,15,0
image_205.jpg,2,8,16,0
image_205.jpg,3,1,17,0
image_205.jpg,3,2,18,0
image_205.jpg,3,3,19,0
image_205.jpg,3,4,20,2
image_205.jpg,3,5,21,2
image_205.jpg,3,6,22,0
image_205.jpg,3,7,23,0
image_205.jpg,3,8,24,0
image_205.jpg,4,1,25,0
image_205.jpg,4,2,26,0
image_205.jpg,4,3,27,0
image_205.jpg,4,4,28,0
image_205.jpg,4,5,29,0
image_205.jpg,4,6,30,0
image_205.jpg,4,7,31,0
image_205.jpg,4,8,32,0
image_205.jpg,5,1,33,0
image_205.jpg,5,2,34,0
image_205.jpg,5,3,35,0
image_205.jpg,5,4,36,0
image_205.jpg,5,5,37,0
image_205.jpg,5,6,38,0
image_205.jpg,5,7,39,0
image_205.jpg,5,8,40,0
image_205.jpg,6,1,41,0
image_205.jpg,6,2,42,0
image_205.jpg,6,3,43,0
image_205.jpg,6,4,44,0
image_205.jpg,6,5,45,0
image_205.jpg,6,6,46,0
image_205.jpg,6,7,47,3
image_205.jpg,6,8,48,0
image_205.jpg,7,1,49,0
image_205.jpg,7,2,50,0
image_205.jpg,7,3,51,0
image_205.jpg,7,4,52,0
image_205.jpg,7,5,53,0
image_205.jpg,7,6,54,0
image_205.jpg,7,7,55,3
image_205.jpg,7,8,56,0
image_205.jpg,8,1,57,0
image_205.jpg,8,2,58,0
image_205.jpg,8,3,59,0
image_205.jpg,8,4,60,0
image_205.jpg,8,5,61,0
image_205.jpg,8,6,62,0
image_205.jpg,8,7,63,3
image_205.jpg,8,8,64,0
image_206.jpg,1,1,1,0
image_206.jpg,1,2,2,0
image_206.jpg,1,3,3,0
image_206.jpg,1,4,4,0
image_206.jpg,1,5,5,0
image_206.jpg,1,6,6,0
image_206.jpg,1,7,7,0
image_206.jpg,1,8,8,0
image_206.jpg,2,1,9,0
image_206.jpg,2,2,10,0
image_206.jpg,2,3,11,0
image_206.jpg,2,4,12,0
image_206.jpg,2,5,13,0
image_206.jpg,2,6,14,0
image_206.jpg,2,7,15,0
image_206.jpg,2,8,16,0
image_206.jpg,3,1,17,0
image_206.jpg,3,2,18,0
image_206.jpg,3,3,19,0
image_206.jpg,3,4,20,0
image_206.jpg,3,5,21,0
image_206.jpg,3,6,22,0
image_206.jpg,3,7,23,0
image_206.jpg,3,8,24,0
image_206.jpg,4,1,25,1
image_206.jpg,4,2,26,0
image_206.jpg,4,3,27,0
image_206.jpg,4,4,28,0
image_206.jpg,4,5,29,0
image_206.jpg,4,6,30,0
image_206.jpg,4,7,31,0
image_206.jpg,4,8,32,0
image_206.jpg,5,1,33,0
image_206.jpg,5,2,34,0
image_206.jpg,5,3,35,0
image_206.jpg,5,4,36,3
image_206.jpg,5,5,37,0
image_206.jpg,5,6,38,0
image_206.jpg,5,7,39,0
image_206.jpg,5,8,40,0
image_206.jpg,6,1,41,0
image_206.jpg,6,2,42,0
image_206.jpg,6,3,43,0
image_206.jpg,6,4,44,3
image_206.jpg,6,5,45,2
image_206.jpg,6,6,46,2
image_206.jpg,6,7,47,2
image_206.jpg,6,8,48,0
image_206.jpg,7,1,49,0
image_206.jpg,7,2,50,0
image_206.jpg,7,3,51,0
image_206.jpg,7,4,52,3
image_206.jpg,7,5,53,0
image_206.jpg,7,6,54,0
image_206.jpg,7,7,55,0
image_206.jpg,7,8,56,0
image_206.jpg,8,1,57,0
image_206.jpg,8,2,58,0
image_206.jpg,8,3,59,0
image_206.jpg,8,4,60,3
image_206.jpg,8,5,61,0
image_206.jpg,8,6,62,0
image_206.jpg,8,7,63,0
image_206.jpg,8,8,64,0
image_207.jpg,1,1,1,0
image_207.jpg,1,2,2,0
image_207.jpg,1,3,3,0
image_207.jpg,1,4,4,0
image_207.jpg,1,5,5,0
image_207.jpg,1,6,6,0
image_207.jpg,1,7,7,0
image_207.jpg,1,8,8,0
image_207.jpg,2,1,9,0
image_207.jpg,2,2,10,0
image_207.jpg,2,3,11,0
image_207.jpg,2,4,12,0
image_207.jpg,2,5,13,0
image_207.jpg,2,6,14,0
image_207.jpg,2,7,15,0
image_207.jpg,2,8,16,0
image_207.jpg,3,1,17,0
image_207.jpg,3,2,18,0
image_207.jpg,3,3,19,0
image_207.jpg,3,4,20,0
image_207.jpg,3,5,21,3
image_207.jpg,3,6,22,0
image_207.jpg,3,7,23,0
image_207.jpg,3,8,24,0
image_207.jpg,4,1,25,0
image_207.jpg,4,2,26,0
image_207.jpg,4,3,27,0
image_207.jpg,4,4,28,0
image_207.jpg,4,5,29,3
image_207.jpg,4,6,30,3
image_207.jpg,4,7,31,0
image_207.jpg,4,8,32,0
image_207.jpg,5,1,33,0
image_207.jpg,5,2,34,0
image_207.jpg,5,3,35,0
image_207.jpg,5,4,36,0
image_207.jpg,5,5,37,3
image_207.jpg,5,6,38,3
image_207.jpg,5,7,39,0
image_207.jpg,5,8,40,0
image_207.jpg,6,1,41,0
image_207.jpg,6,2,42,0
image_207.jpg,6,3,43,0
image_207.jpg,6,4,44,0
image_207.jpg,6,5,45,3
image_207.jpg,6,6,46,1
image_207.jpg,6,7,47,0
image_207.jpg,6,8,48,0
image_207.jpg,7,1,49,0
image_207.jpg,7,2,50,0
image_207.jpg,7,3,51,0
image_207.jpg,7,4,52,0
image_207.jpg,7,5,53,3
image_207.jpg,7,6,54,3
image_207.jpg,7,7,55,2
image_207.jpg,7,8,56,2
image_207.jpg,8,1,57,0
image_207.jpg,8,2,58,0
image_207.jpg,8,3,59,0
image_207.jpg,8,4,60,0
image_207.jpg,8,5,61,0
image_207.jpg,8,6,62,0
image_207.jpg,8,7,63,0
image_207.jpg,8,8,64,0
image_208.jpg,1,1,1,0
image_208.jpg,1,2,2,0
image_208.jpg,1,3,3,0
image_208.jpg,1,4,4,0
image_208.jpg,1,5,5,0
image_208.jpg,1,6,6,0
image_208.jpg,1,7,7,0
image_208.jpg,1,8,8,0
image_208.jpg,2,1,9,1
image_208.jpg,2,2,10,1
image_208.jpg,2,3,11,0
image_208.jpg,2,4,12,0
image_208.jpg,2,5,13,0
image_208.jpg,2,6,14,0
image_208.jpg,2,7,15,0
image_208.jpg,2,8,16,0
image_208.jpg,3,1,17,0
image_208.jpg,3,2,18,0
image_208.jpg,3,3,19,0
image_208.jpg,3,4,20,0
image_208.jpg,3,5,21,0
image_208.jpg,3,6,22,0
image_208.jpg,3,7,23,0
image_208.jpg,3,8,24,0
image_208.jpg,4,1,25,0
image_208.jpg,4,2,26,0
image_208.jpg,4,3,27,0
image_208.jpg,4,4,28,0
image_208.jpg,4,5,29,0
image_208.jpg,4,6,30,0
image_208.jpg,4,7,31,0
image_208.jpg,4,8,32,0
image_208.jpg,5,1,33,0
image_208.jpg,5,2,34,0
image_208.jpg,5,3,35,0
image_208.jpg,5,4,36,0
image_208.jpg,5,5,37,0
image_208.jpg,5,6,38,0
image_208.jpg,5,7,39,0
image_208.jpg,5,8,40,0
image_208.jpg,6,1,41,0
image_208.jpg,6,2,42,0
image_208.jpg,6,3,43,0
image_208.jpg,6,4,44,0
image_208.jpg,6,5,45,0
image_208.jpg,6,6,46,0
image_208.jpg,6,7,47,0
image_208.jpg,6,8,48,0
image_208.jpg,7,1,49,0
image_208.jpg,7,2,50,0
image_208.jpg,7,3,51,0
image_208.jpg,7,4,52,0
image_208.jpg,7,5,53,0
image_208.jpg,7,6,54,0
image_208.jpg,7,7,55,0
image_208.jpg,7,8,56,0
image_208.jpg,8,1,57,0
image_208.jpg,8,2,58,0
image_208.jpg,8,3,59,0
image_208.jpg,8,4,60,0
image_208.jpg,8,5,61,0
image_208.jpg,8,6,62,0
image_208.jpg,8,7,63,0
image_208.jpg,8,8,64,0
image_209.jpg,1,1,1,0
image_209.jpg,1,2,2,0
image_209.jpg,1,3,3,0
image_209.jpg,1,4,4,0
image_209.jpg,1,5,5,0
image_209.jpg,1,6,6,0
image_209.jpg,1,7,7,0
image_209.jpg,1,8,8,0
image_209.jpg,2,1,9,0
image_209.jpg,2,2,10,0
image_209.jpg,2,3,11,0
image_209.jpg,2,4,12,0
image_209.jpg,2,5,13,0
image_209.jpg,2,6,14,0
image_209.jpg,2,7,15,0
image_209.jpg,2,8,16,0
image_209.jpg,3,1,17,0
image_209.jpg,3,2,18,0
image_209.jpg,3,3,19,0
image_209.jpg,3,4,20,0
image_209.jpg,3,5,21,0
image_209.jpg,3,6,22,0
image_209.jpg,3,7,23,0
image_209.jpg,3,8,24,0
image_209.jpg,4,1,25,0
image_209.jpg,4,2,26,0
image_209.jpg,4,3,27,3
image_209.jpg,4,4,28,3
image_209.jpg,4,5,29,2
image_209.jpg,4,6,30,2
image_209.jpg,4,7,31,1
image_209.jpg,4,8,32,0
image_209.jpg,5,1,33,0
image_209.jpg,5,2,34,0
image_209.jpg,5,3,35,3
image_209.jpg,5,4,36,3
image_209.jpg,5,5,37,0
image_209.jpg,5,6,38,0
image_209.jpg,5,7,39,0
image_209.jpg,5,8,40,0
image_209.jpg,6,1,41,0
image_209.jpg,6,2,42,0
image_209.jpg,6,3,43,0
image_209.jpg,6,4,44,3
image_209.jpg,6,5,45,0
image_209.jpg,6,6,46,0
image_209.jpg,6,7,47,0
image_209.jpg,6,8,48,0
image_209.jpg,7,1,49,0
image_209.jpg,7,2,50,0
image_209.jpg,7,3,51,0
image_209.jpg,7,4,52,0
image_209.jpg,7,5,53,0
image_209.jpg,7,6,54,0
image_209.jpg,7,7,55,0
image_209.jpg,7,8,56,0
image_209.jpg,8,1,57,0
image_209.jpg,8,2,58,0
image_209.jpg,8,3,59,0
image_209.jpg,8,4,60,0
image_209.jpg,8,5,61,0
image_209.jpg,8,6,62,0
image_209.jpg,8,7,63,0
image_209.jpg,8,8,64,0
image_210.jpg,1,1,1,0
image_210.jpg,1,2,2,0
image_210.jpg,1,3,3,0
image_210.jpg,1,4,4,0
image_210.jpg,1,5,5,0
image_210.jpg,1,6,6,0
image_210.jpg,1,7,7,0
image_210.jpg,1,8,8,0
image_210.jpg,2,1,9,0
image_210.jpg,2,2,10,0
image_210.jpg,2,3,11,0
image_210.jpg,2,4,12,0
image_210.jpg,2,5,13,0
image_210.jpg,2,6,14,2
image_210.jpg,2,7,15,0
image_210.jpg,2,8,16,0
image_210.jpg,3,1,17,0
image_210.jpg,3,2,18,0
image_210.jpg,3,3,19,0
image_210.jpg,3,4,20,0
image_210.jpg,3,5,21,2
image_210.jpg,3,6,22,0
image_210.jpg,3,7,23,0
image_210.jpg,3,8,24,0
image_210.jpg,4,1,25,0
image_210.jpg,4,2,26,0
image_210.jpg,4,3,27,0
image_210.jpg,4,4,28,0
image_210.jpg,4,5,29,0
image_210.jpg,4,6,30,0
image_210.jpg,4,7,31,0
image_210.jpg,4,8,32,0
image_210.jpg,5,1,33,0
image_210.jpg,5,2,34,0
image_210.jpg,5,3,35,0
image_210.jpg,5,4,36,0
image_210.jpg,5,5,37,0
image_210.jpg,5,6,38,0
image_210.jpg,5,7,39,0
image_210.jpg,5,8,40,1
image_210.jpg,6,1,41,0
image_210.jpg,6,2,42,0
image_210.jpg,6,3,43,0
image_210.jpg,6,4,44,0
image_210.jpg,6,5,45,0
image_210.jpg,6,6,46,0
image_210.jpg,6,7,47,0
image_210.jpg,6,8,48,0
image_210.jpg,7,1,49,0
image_210.jpg,7,2,50,0
image_210.jpg,7,3,51,0
image_210.jpg,7,4,52,0
image_210.jpg,7,5,53,0
image_210.jpg,7,6,54,0
image_210.jpg,7,7,55,0
image_210.jpg,7,8,56,0
image_210.jpg,8,1,57,0
image_210.jpg,8,2,58,0
image_210.jpg,8,3,59,0
image_210.jpg,8,4,60,0
image_210.jpg,8,5,61,0
image_210.jpg,8,6,62,0
image_210.jpg,8,7,63,0
image_210.jpg,8,8,64,0
image_211.webp,1,1,1,0
image_211.webp,1,2,2,0
image_211.webp,1,3,3,0
image_211.webp,1,4,4,0
image_211.webp,1,5,5,2
image_211.webp,1,6,6,0
image_211.webp,1,7,7,0
image_211.webp,1,8,8,0
image_211.webp,2,1,9,0
image_211.webp,2,2,10,0
image_211.webp,2,3,11,0
image_211.webp,2,4,12,2
image_211.webp,2,5,13,0
image_211.webp,2,6,14,0
image_211.webp,2,7,15,0
image_211.webp,2,8,16,0
image_211.webp,3,1,17,0
image_211.webp,3,2,18,0
image_211.webp,3,3,19,0
image_211.webp,3,4,20,0
image_211.webp,3,5,21,0
image_211.webp,3,6,22,0
image_211.webp,3,7,23,0
image_211.webp,3,8,24,0
image_211.webp,4,1,25,0
image_211.webp,4,2,26,0
image_211.webp,4,3,27,0
image_211.webp,4,4,28,0
image_211.webp,4,5,29,0
image_211.webp,4,6,30,0
image_211.webp,4,7,31,0
image_211.webp,4,8,32,0
image_211.webp,5,1,33,0
image_211.webp,5,2,34,3
image_211.webp,5,3,35,3
image_211.webp,5,4,36,0
image_211.webp,5,5,37,0
image_211.webp,5,6,38,0
image_211.webp,5,7,39,0
image_211.webp,5,8,40,0
image_211.webp,6,1,41,0
image_211.webp,6,2,42,3
image_211.webp,6,3,43,3
image_211.webp,6,4,44,0
image_211.webp,6,5,45,0
image_211.webp,6,6,46,0
image_211.webp,6,7,47,0
image_211.webp,6,8,48,0
image_211.webp,7,1,49,0
image_211.webp,7,2,50,3
image_211.webp,7,3,51,3
image_211.webp,7,4,52,0
image_211.webp,7,5,53,0
image_211.webp,7,6,54,0
image_211.webp,7,7,55,0
image_211.webp,7,8,56,0
image_211.webp,8,1,57,0
image_211.webp,8,2,58,0
image_211.webp,8,3,59,0
image_211.webp,8,4,60,0
image_211.webp,8,5,61,0
image_211.webp,8,6,62,0
image_211.webp,8,7,63,0
image_211.webp,8,8,64,0
image_212.jpg,1,1,1,0
image_212.jpg,1,2,2,0
image_212.jpg,1,3,3,0
image_212.jpg,1,4,4,0
image_212.jpg,1,5,5,0
image_212.jpg,1,6,6,0
image_212.jpg,1,7,7,0
image_212.jpg,1,8,8,0
image_212.jpg,2,1,9,0
image_212.jpg,2,2,10,0
image_212.jpg,2,3,11,0
image_212.jpg,2,4,12,0
image_212.jpg,2,5,13,1
image_212.jpg,2,6,14,0
image_212.jpg,2,7,15,0
image_212.jpg,2,8,16,0
image_212.jpg,3,1,17,0
image_212.jpg,3,2,18,0
image_212.jpg,3,3,19,0
image_212.jpg,3,4,20,0
image_212.jpg,3,5,21,3
image_212.jpg,3,6,22,3
image_212.jpg,3,7,23,0
image_212.jpg,3,8,24,0
image_212.jpg,4,1,25,0
image_212.jpg,4,2,26,0
image_212.jpg,4,3,27,0
image_212.jpg,4,4,28,0
image_212.jpg,4,5,29,3
image_212.jpg,4,6,30,3
image_212.jpg,4,7,31,0
image_212.jpg,4,8,32,0
image_212.jpg,5,1,33,0
image_212.jpg,5,2,34,0
image_212.jpg,5,3,35,0
image_212.jpg,5,4,36,0
image_212.jpg,5,5,37,3
image_212.jpg,5,6,38,3
image_212.jpg,5,7,39,0
image_212.jpg,5,8,40,0
image_212.jpg,6,1,41,0
image_212.jpg,6,2,42,0
image_212.jpg,6,3,43,0
image_212.jpg,6,4,44,0
image_212.jpg,6,5,45,0
image_212.jpg,6,6,46,0
image_212.jpg,6,7,47,0
image_212.jpg,6,8,48,0
image_212.jpg,7,1,49,0
image_212.jpg,7,2,50,0
image_212.jpg,7,3,51,0
image_212.jpg,7,4,52,0
image_212.jpg,7,5,53,0
image_212.jpg,7,6,54,0
image_212.jpg,7,7,55,0
image_212.jpg,7,8,56,0
image_212.jpg,8,1,57,0
image_212.jpg,8,2,58,0
image_212.jpg,8,3,59,0
image_212.jpg,8,4,60,0
image_212.jpg,8,5,61,0
image_212.jpg,8,6,62,0
image_212.jpg,8,7,63,0
image_212.jpg,8,8,64,0
image_213.jpg,1,1,1,0
image_213.jpg,1,2,2,0
image_213.jpg,1,3,3,0
image_213.jpg,1,4,4,0
image_213.jpg,1,5,5,0
image_213.jpg,1,6,6,0
image_213.jpg,1,7,7,0
image_213.jpg,1,8,8,0
image_213.jpg,2,1,9,0
image_213.jpg,2,2,10,0
image_213.jpg,2,3,11,0
image_213.jpg,2,4,12,0
image_213.jpg,2,5,13,0
image_213.jpg,2,6,14,0
image_213.jpg,2,7,15,0
image_213.jpg,2,8,16,0
image_213.jpg,3,1,17,0
image_213.jpg,3,2,18,0
image_213.jpg,3,3,19,0
image_213.jpg,3,4,20,0
image_213.jpg,3,5,21,0
image_213.jpg,3,6,22,0
image_213.jpg,3,7,23,3
image_213.jpg,3,8,24,3
image_213.jpg,4,1,25,0
image_213.jpg,4,2,26,0
image_213.jpg,4,3,27,0
image_213.jpg,4,4,28,0
image_213.jpg,4,5,29,0
image_213.jpg,4,6,30,0
image_213.jpg,4,7,31,3
image_213.jpg,4,8,32,3
image_213.jpg,5,1,33,0
image_213.jpg,5,2,34,0
image_213.jpg,5,3,35,0
image_213.jpg,5,4,36,0
image_213.jpg,5,5,37,0
image_213.jpg,5,6,38,0
image_213.jpg,5,7,39,3
image_213.jpg,5,8,40,3
image_213.jpg,6,1,41,0
image_213.jpg,6,2,42,0
image_213.jpg,6,3,43,0
image_213.jpg,6,4,44,0
image_213.jpg,6,5,45,0
